leaid	FIPST	STNAME	LEANAME07	nectaID07	nectaNAME07	nectaAREA07
0901200	09	Connecticut	EAST HADDAM SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	54.204165039
0901230	09	Connecticut	EAST HAMPTON SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	35.645784845
0901260	09	Connecticut	EAST HARTFORD SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	17.971840796
0901290	09	Connecticut	EAST HAVEN SCHOOL DISTRICT	75700	New Haven, CT Metropolitan NECTA	12.304260097
0901320	09	Connecticut	EAST LYME SCHOOL DISTRICT	76450	Norwich-New London, CT-RI Metropolitan NECTA	34.000686104
0901350	09	Connecticut	EAST WINDSOR SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	0.0459843829
0901350	09	Connecticut	EAST WINDSOR SCHOOL DISTRICT	78100	Springfield, MA-CT Metropolitan NECTA	26.232665171
0901360	09	Connecticut	EASTERN CONNECTICUT REGIONAL	N	N	-2
0901380	09	Connecticut	EASTFORD SCHOOL DISTRICT	O	O	28.916288415
0901410	09	Connecticut	EASTON SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	27.401532362
0901440	09	Connecticut	ELLINGTON SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	34.060557423
0901470	09	Connecticut	ENFIELD SCHOOL DISTRICT	78100	Springfield, MA-CT Metropolitan NECTA	33.261327852
0901500	09	Connecticut	ESSEX SCHOOL DISTRICT	75700	New Haven, CT Metropolitan NECTA	10.402394142
0901530	09	Connecticut	FAIRFIELD SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	29.909414252
0901560	09	Connecticut	FARMINGTON SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	27.855234078
0901590	09	Connecticut	FRANKLIN SCHOOL DISTRICT	76450	Norwich-New London, CT-RI Metropolitan NECTA	19.488980258
0901620	09	Connecticut	GLASTONBURY SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	51.266872279
0901680	09	Connecticut	GRANBY SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	40.802254296
0901710	09	Connecticut	GREENWICH SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	47.65531153
0901740	09	Connecticut	GRISWOLD SCHOOL DISTRICT	76450	Norwich-New London, CT-RI Metropolitan NECTA	34.741117719
0901770	09	Connecticut	GROTON SCHOOL DISTRICT	76450	Norwich-New London, CT-RI Metropolitan NECTA	31.186920171
0901800	09	Connecticut	GUILFORD SCHOOL DISTRICT	75700	New Haven, CT Metropolitan NECTA	47.102566884
0901860	09	Connecticut	HAMDEN SCHOOL DISTRICT	75700	New Haven, CT Metropolitan NECTA	32.635924954
0901890	09	Connecticut	HAMPTON SCHOOL DISTRICT	O	O	25.002272597
0901920	09	Connecticut	HARTFORD SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	17.386557389
0901950	09	Connecticut	HARTLAND SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	32.949987799
0902010	09	Connecticut	HEBRON SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	36.903733145
0902040	09	Connecticut	KENT SCHOOL DISTRICT	O	O	48.572712306
0902070	09	Connecticut	KILLINGLY SCHOOL DISTRICT	73000	Danielson, CT Micropolitan NECTA	48.31545011
0902130	09	Connecticut	LEBANON SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	54.161467543
0902160	09	Connecticut	LEDYARD SCHOOL DISTRICT	76450	Norwich-New London, CT-RI Metropolitan NECTA	38.186695846
0902190	09	Connecticut	LISBON SCHOOL DISTRICT	76450	Norwich-New London, CT-RI Metropolitan NECTA	16.294816038
0902220	09	Connecticut	LITCHFIELD SCHOOL DISTRICT	O	O	56.081557521
0902280	09	Connecticut	MADISON SCHOOL DISTRICT	75700	New Haven, CT Metropolitan NECTA	36.113565391
0902310	09	Connecticut	MANCHESTER SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	27.327025067
0902340	09	Connecticut	MANSFIELD SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	44.600903556
0902370	09	Connecticut	MARLBOROUGH SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	23.351852209
0902400	09	Connecticut	MERIDEN SCHOOL DISTRICT	75700	New Haven, CT Metropolitan NECTA	23.796591722
0902490	09	Connecticut	MIDDLETOWN SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	40.990397253
0902520	09	Connecticut	MILFORD SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	22.146160523
0902550	09	Connecticut	MONROE SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	26.082323934
0902580	09	Connecticut	MONTVILLE SCHOOL DISTRICT	76450	Norwich-New London, CT-RI Metropolitan NECTA	41.963536124
0902640	09	Connecticut	NAUGATUCK SCHOOL DISTRICT	78700	Waterbury, CT Metropolitan NECTA	16.299108336
0902670	09	Connecticut	NEW BRITAIN SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	13.393733871
0902700	09	Connecticut	NEW CANAAN SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	22.171850989
0902730	09	Connecticut	NEW FAIRFIELD SCHOOL DISTRICT	72850	Danbury, CT Metropolitan NECTA	20.439964973
0902760	09	Connecticut	NEW HARTFORD SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	37.025215175
0902790	09	Connecticut	NEW HAVEN SCHOOL DISTRICT	75700	New Haven, CT Metropolitan NECTA	18.67996454
0902820	09	Connecticut	NEW LONDON SCHOOL DISTRICT	76450	Norwich-New London, CT-RI Metropolitan NECTA	5.6253422796
0902850	09	Connecticut	NEW MILFORD SCHOOL DISTRICT	72850	Danbury, CT Metropolitan NECTA	61.608309768
0902880	09	Connecticut	NEWINGTON SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	13.146040831
0902910	09	Connecticut	NEWTOWN SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	57.668607731
0902940	09	Connecticut	NORFOLK SCHOOL DISTRICT	O	O	45.301068576
0902970	09	Connecticut	NORTH BRANFORD SCHOOL DISTRIC	75700	New Haven, CT Metropolitan NECTA	24.792562359
0903000	09	Connecticut	NORTH CANAAN SCHOOL DISTRICT	O	O	19.466333821
0903030	09	Connecticut	NORTH HAVEN SCHOOL DISTRICT	75700	New Haven, CT Metropolitan NECTA	20.773136015
0903060	09	Connecticut	NORTH STONINGTON SCHOOL DISTR	76450	Norwich-New London, CT-RI Metropolitan NECTA	54.248172578
0903090	09	Connecticut	NORWALK SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	22.882848106
0903120	09	Connecticut	NORWICH SCHOOL DISTRICT	76450	Norwich-New London, CT-RI Metropolitan NECTA	28.062948554
0903180	09	Connecticut	OLD SAYBROOK SCHOOL DISTRICT	75700	New Haven, CT Metropolitan NECTA	14.99511851
0903210	09	Connecticut	ORANGE SCHOOL DISTRICT	75700	New Haven, CT Metropolitan NECTA	17.180934429
0903240	09	Connecticut	OXFORD SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	32.722215701
0903270	09	Connecticut	PLAINFIELD SCHOOL DISTRICT	73000	Danielson, CT Micropolitan NECTA	42.379661991
0903300	09	Connecticut	PLAINVILLE SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	9.7380308326
0903330	09	Connecticut	PLYMOUTH SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	21.879402916
0903360	09	Connecticut	POMFRET SCHOOL DISTRICT	73000	Danielson, CT Micropolitan NECTA	40.318178694
0903390	09	Connecticut	PORTLAND SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	23.349282313
0903420	09	Connecticut	PRESTON SCHOOL DISTRICT	76450	Norwich-New London, CT-RI Metropolitan NECTA	30.81624162
0903450	09	Connecticut	LEARN	N	N	-2
0903480	09	Connecticut	PUTNAM SCHOOL DISTRICT	79600	Worcester, MA-CT Metropolitan NECTA	20.300955835
0903510	09	Connecticut	REDDING SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	31.40427639
0903512	09	Connecticut	EDUCATION CONNECTION	N	N	-2
0903515	09	Connecticut	REGIONAL SCHOOL DISTRICT 06	O	O	87.150053591
0903520	09	Connecticut	REGIONAL SCHOOL DISTRICT 10	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	60.591166059
0903530	09	Connecticut	REGIONAL SCHOOL DISTRICT 12	72850	Danbury, CT Metropolitan NECTA	16.388738095
0903530	09	Connecticut	REGIONAL SCHOOL DISTRICT 12	O	O	64.371324114
0903535	09	Connecticut	REGIONAL SCHOOL DISTRICT 13	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	12.591354863
0903535	09	Connecticut	REGIONAL SCHOOL DISTRICT 13	75700	New Haven, CT Metropolitan NECTA	23.717516066
0903536	09	Connecticut	REGIONAL SCHOOL DISTRICT 14	O	O	55.68501746
0903537	09	Connecticut	REGIONAL SCHOOL DISTRICT 15	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	38.987116157
0903537	09	Connecticut	REGIONAL SCHOOL DISTRICT 15	78700	Waterbury, CT Metropolitan NECTA	17.76513675
0903538	09	Connecticut	REGIONAL SCHOOL DISTRICT 16	78700	Waterbury, CT Metropolitan NECTA	23.852253756
0903539	09	Connecticut	REGIONAL SCHOOL DISTRICT 17	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	43.904803806
0903539	09	Connecticut	REGIONAL SCHOOL DISTRICT 17	75700	New Haven, CT Metropolitan NECTA	35.357657256
0903540	09	Connecticut	REGIONAL SCHOOL DISTRICT 18	76450	Norwich-New London, CT-RI Metropolitan NECTA	54.811497968
0903570	09	Connecticut	REGIONAL SCHOOL DISTRICT 11	O	O	63.055083653
0903600	09	Connecticut	REGIONAL SCHOOL DISTRICT 01	O	O	262.9013007
0903630	09	Connecticut	REGIONAL SCHOOL DISTRICT 04	75700	New Haven, CT Metropolitan NECTA	39.919938239
0903660	09	Connecticut	REGIONAL SCHOOL DISTRICT 05	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	18.817724638
0903660	09	Connecticut	REGIONAL SCHOOL DISTRICT 05	75700	New Haven, CT Metropolitan NECTA	38.408850157
0903720	09	Connecticut	REGIONAL SCHOOL DISTRICT 07	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	73.293631476
0903720	09	Connecticut	REGIONAL SCHOOL DISTRICT 07	O	O	76.850040232
0903750	09	Connecticut	REGIONAL SCHOOL DISTRICT 08	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	75.733574441
0903780	09	Connecticut	REGIONAL SCHOOL DISTRICT 09	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	58.805808753
0903810	09	Connecticut	RIDGEFIELD SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	34.504436314
0903840	09	Connecticut	ROCKY HILL SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	13.453019087
0903900	09	Connecticut	SALEM SCHOOL DISTRICT	76450	Norwich-New London, CT-RI Metropolitan NECTA	28.908214247
0903930	09	Connecticut	SALISBURY SCHOOL DISTRICT	O	O	57.195066541
0903960	09	Connecticut	SCOTLAND SCHOOL DISTRICT	O	O	18.630625702
0903990	09	Connecticut	SEYMOUR SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	14.489232769
0904020	09	Connecticut	SHARON SCHOOL DISTRICT	O	O	58.681174971
0904050	09	Connecticut	SHELTON SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	30.696293187
0904080	09	Connecticut	SHERMAN SCHOOL DISTRICT	72850	Danbury, CT Metropolitan NECTA	21.841290384
0904110	09	Connecticut	SIMSBURY SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	33.800190966
0904140	09	Connecticut	SOMERS SCHOOL DISTRICT	78100	Springfield, MA-CT Metropolitan NECTA	28.354403573
0904170	09	Connecticut	SOUTH WINDSOR SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	28.009720894
0904230	09	Connecticut	SOUTHINGTON SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	35.912850948
0904260	09	Connecticut	SPRAGUE SCHOOL DISTRICT	76450	Norwich-New London, CT-RI Metropolitan NECTA	13.240784127
0904290	09	Connecticut	STAFFORD SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	57.987296852
0904320	09	Connecticut	STAMFORD SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	37.597077284
0904350	09	Connecticut	STERLING SCHOOL DISTRICT	73000	Danielson, CT Micropolitan NECTA	27.221207203
0904380	09	Connecticut	STONINGTON SCHOOL DISTRICT	76450	Norwich-New London, CT-RI Metropolitan NECTA	38.64717018
0904440	09	Connecticut	STRATFORD SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	17.458368533
0904470	09	Connecticut	SUFFIELD SCHOOL DISTRICT	78100	Springfield, MA-CT Metropolitan NECTA	42.275812861
0904500	09	Connecticut	THOMASTON SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	11.97360258
0904530	09	Connecticut	THOMPSON SCHOOL DISTRICT	79600	Worcester, MA-CT Metropolitan NECTA	46.898544704
0904560	09	Connecticut	TOLLAND SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	39.614187016
0904590	09	Connecticut	TORRINGTON SCHOOL DISTRICT	78400	Torrington, CT Micropolitan NECTA	39.740251306
0904620	09	Connecticut	TRUMBULL SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	23.261092715
0904650	09	Connecticut	UNION SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	28.683394672
0904680	09	Connecticut	VERNON SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	17.683595445
0904710	09	Connecticut	VOLUNTOWN SCHOOL DISTRICT	76450	Norwich-New London, CT-RI Metropolitan NECTA	38.970680559
0904740	09	Connecticut	WALLINGFORD SCHOOL DISTRICT	75700	New Haven, CT Metropolitan NECTA	39.078293027
0904830	09	Connecticut	WATERBURY SCHOOL DISTRICT	78700	Waterbury, CT Metropolitan NECTA	28.529355348
0904860	09	Connecticut	WATERFORD SCHOOL DISTRICT	76450	Norwich-New London, CT-RI Metropolitan NECTA	32.714092884
0904890	09	Connecticut	WATERTOWN SCHOOL DISTRICT	78700	Waterbury, CT Metropolitan NECTA	29.005194619
0904920	09	Connecticut	WEST HARTFORD SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	21.804880949
0904950	09	Connecticut	WEST HAVEN SCHOOL DISTRICT	75700	New Haven, CT Metropolitan NECTA	10.736524262
0904980	09	Connecticut	WESTBROOK SCHOOL DISTRICT	75700	New Haven, CT Metropolitan NECTA	15.815437369
0905010	09	Connecticut	WESTON SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	19.865992815
0905040	09	Connecticut	WESTPORT SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	19.916653282
0905070	09	Connecticut	WETHERSFIELD SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	12.30869255
0905100	09	Connecticut	WILLINGTON SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	33.276507073
0905130	09	Connecticut	WILTON SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	26.825043205
0905160	09	Connecticut	WINCHESTER SCHOOL DISTRICT	O	O	32.212240752
0905190	09	Connecticut	WINDHAM SCHOOL DISTRICT	79300	Willimantic, CT Micropolitan NECTA	27.053528433
0905220	09	Connecticut	WINDSOR SCHOOL DISTRICT	73450	Hartford-West Hartford-East Hartford, CT Metropolitan NECTA	29.582678761
0905250	09	Connecticut	WINDSOR LOCKS SCHOOL DISTRICT	78100	Springfield, MA-CT Metropolitan NECTA	8.9575658266
0905280	09	Connecticut	WOLCOTT SCHOOL DISTRICT	78700	Waterbury, CT Metropolitan NECTA	20.439791613
0905310	09	Connecticut	WOODBRIDGE SCHOOL DISTRICT	71950	Bridgeport-Stamford-Norwalk, CT Metropolitan NECTA	18.817724638
0905370	09	Connecticut	WOODSTOCK SCHOOL DISTRICT	79600	Worcester, MA-CT Metropolitan NECTA	60.493451321
0905371	09	Connecticut	NORWICH FREE ACADEMY	N	N	-2
0905372	09	Connecticut	THE GILBERT SCHOOL	N	N	-2
0905373	09	Connecticut	WOODSTOCK ACADEMY	N	N	-2
1000004	10	Delaware	CHARTER SCHOOL OF WILMINGTON	N	N	-2
1000005	10	Delaware	POSITIVE OUTCOMES CHARTER SCHOOL	N	N	-2
1000006	10	Delaware	EAST SIDE CHARTER SCHOOL	N	N	-2
1000007	10	Delaware	CAMPUS COMMUNITY CHARTER SCHOOL	N	N	-2
1000010	10	Delaware	THOMAS A. EDISON CHARTER SCHOOL	N	N	-2
1000011	10	Delaware	SUSSEX ACADEMY OF ARTS AND SCIENCES	N	N	-2
1000012	10	Delaware	MARION T. ACADEMY CHARTER SCHOOL	N	N	-2
1000014	10	Delaware	KUUMBA ACADEMY CHARTER SCHOOL	N	N	-2
1000015	10	Delaware	NEWARK CHARTER SCHOOL	N	N	-2
1000016	10	Delaware	DELAWARE MILITARY ACADEMY	N	N	-2
1000017	10	Delaware	ACADEMY OF DOVER CHARTER SCHOOL	N	N	-2
1000018	10	Delaware	PROVIDENCE CREEK ACADEMY CHARTER SCHOOL	N	N	-2
1000019	10	Delaware	MOT CHARTER SCHOOL	N	N	-2
1000020	10	Delaware	DELAWARE ADOLESCENT PROGRAM INC. (DAPI)	N	N	-2
1000021	10	Delaware	CORRECTIONS - DOE	N	N	-2
1000022	10	Delaware	DEPT. OF SVS. FOR CHILDREN YOUTH & THEIR FAMILIES	N	N	-2
1000023	10	Delaware	MOYER (MAURICE J.) ACADEMY	N	N	-2
1000024	10	Delaware	FAMILY FOUNDATIONS ACADEMY	N	N	-2
1000025	10	Delaware	PENCADER BUSINESS AND FINANCE CHARTER HIGH SCHOOL	N	N	-2
1000026	10	Delaware	ODYSSEY CHARTER SCHOOL	N	N	-2
1000047	10	Delaware	DELAWARE COLLEGE PREPARATORY ACADEMY	N	N	-2
1000048	10	Delaware	PRESTIGE ACADEMY	N	N	-2
1000080	10	Delaware	APPOQUINIMINK SCHOOL DISTRICT	O	O	126.58328224
1000170	10	Delaware	CAPE HENLOPEN SCHOOL DISTRICT	O	O	161.70487585
1000180	10	Delaware	CAESAR RODNEY SCHOOL DISTRICT	O	O	108.54151062
1000190	10	Delaware	CAPITAL SCHOOL DISTRICT	O	O	114.13481375
1000200	10	Delaware	CHRISTINA SCHOOL DISTRICT	O	O	66.20077815
1000230	10	Delaware	COLONIAL SCHOOL DISTRICT	O	O	78.680164927
1000270	10	Delaware	DELMAR SCHOOL DISTRICT	O	O	46.036138777
1000680	10	Delaware	INDIAN RIVER SCHOOL DISTRICT	O	O	330.85910514
1000750	10	Delaware	POLYTECH SCHOOL DISTRICT	N	N	-2
1000790	10	Delaware	LAKE FOREST SCHOOL DISTRICT	O	O	160.94638933
1000810	10	Delaware	LAUREL SCHOOL DISTRICT	O	O	108.78452371
1001080	10	Delaware	MILFORD SCHOOL DISTRICT	O	O	164.26280701
1001240	10	Delaware	BRANDYWINE SCHOOL DISTRICT	O	O	32.125578574
1001280	10	Delaware	NEW CASTLE COUNTY VOTECH SCHOOL DISTRICT	N	N	-2
1001300	10	Delaware	RED CLAY CONSOLIDATED SCHOOL DISTRICT	O	O	65.672743271
1001530	10	Delaware	SEAFORD SCHOOL DISTRICT	O	O	73.761393103
1001620	10	Delaware	SMYRNA SCHOOL DISTRICT	O	O	168.15247754
1001680	10	Delaware	SUSSEX TECHNICAL SCHOOL DISTRICT	N	N	-2
1001850	10	Delaware	WOODBRIDGE SCHOOL DISTRICT	O	O	142.75151159
1100001	11	District of Columbia	ARTS AND TECHNOLOGY PCS	N	N	-2
1100003	11	District of Columbia	BOOKER T. WASHINGTON PCS	N	N	-2
1100004	11	District of Columbia	CARLOS ROSARIO INTERNATIONAL PCS	N	N	-2
1100005	11	District of Columbia	CESAR CHAVEZ PUBLIC PCS	N	N	-2
1100006	11	District of Columbia	CHILDREN STUDIO SCHOOL PCS	N	N	-2
1100007	11	District of Columbia	COMMUNITY ACADEMY PCS	N	N	-2
1100008	11	District of Columbia	EDISON FRIENDSHIP PCS	N	N	-2
1100009	11	District of Columbia	ELSIE WHITLOW STOKES COMMUNTIY FREEDOM PCS	N	N	-2
1100010	11	District of Columbia	HOSPITALITY PCS	N	N	-2
1100011	11	District of Columbia	HYDE LEADERSHIP PCS	N	N	-2
1100012	11	District of Columbia	IDEAL ACADEMY PCS	N	N	-2
1100013	11	District of Columbia	INTEGRATED DESIGN ELECTRONICS ACADEMY	N	N	-2
1100014	11	District of Columbia	MAYA ANGELOU PCS	N	N	-2
1100015	11	District of Columbia	MERIDIAN PCS	N	N	-2
1100016	11	District of Columbia	EDUCATION STRENGHTENS FAMILIES PCS	N	N	-2
1100017	11	District of Columbia	NEXT STEP PCS	N	N	-2
1100018	11	District of Columbia	OPTIONS PCS	N	N	-2
1100019	11	District of Columbia	WASHINGTON LATIN PCS	N	N	-2
1100020	11	District of Columbia	ROOTS PCS	N	N	-2
1100021	11	District of Columbia	SCHOOL FOR ARTS IN LEARNING PCS	N	N	-2
1100022	11	District of Columbia	SEED PCS	N	N	-2
1100026	11	District of Columbia	WASHINGTON MATH SCIENCE PCS	N	N	-2
1100028	11	District of Columbia	BARBARA JORDAN PCS	N	N	-2
1100029	11	District of Columbia	HOWARD ROAD ACADEMY PCS	N	N	-2
1100030	11	District of Columbia	DISTRICT OF COLUMBIA PUBLIC SCHOOLS	O	O	61.095309708
1100031	11	District of Columbia	KIPP ACADEMY PCS	N	N	-2
1100032	11	District of Columbia	LATIN AMERICA YOUTH BILINGUAL MONTESSORI	N	N	-2
1100034	11	District of Columbia	THURGOOD MARSHALL ACADEMY PCS	N	N	-2
1100035	11	District of Columbia	CAPITAL CITY PCS	N	N	-2
1100037	11	District of Columbia	KAMIT INSTITUTE PCS	N	N	-2
1100039	11	District of Columbia	PAUL JHS PCS	N	N	-2
1100040	11	District of Columbia	TREE OF LIFE PCS	N	N	-2
1100041	11	District of Columbia	TRI COMMUNITY PCS	N	N	-2
1100042	11	District of Columbia	D.C. BILINGUAL PCS	N	N	-2
1100043	11	District of Columbia	E.L. HAYNES PCS	N	N	-2
1100044	11	District of Columbia	MARY MCLEOD BETHUNE  PCS	N	N	-2
1100045	11	District of Columbia	TWO RIVERS PCS	N	N	-2
1100046	11	District of Columbia	YOUNG AMERICA WORKS PCS	N	N	-2
1100047	11	District of Columbia	ABC BILINGUAL COMMUNITY ACADEMY PCS	N	N	-2
1100048	11	District of Columbia	D.C. PREPARATORY ACADEMY PCS	N	N	-2
1100049	11	District of Columbia	EAGLE ACADEMY PCS	N	N	-2
1100050	11	District of Columbia	ACADEMY FOR EDUCATION LEARNING THROUGH THE ARTS PCS	N	N	-2
1100051	11	District of Columbia	HOPE COMMUNITY ACADEMY PCS	N	N	-2
1100052	11	District of Columbia	WASHINGTON ACADEMY PCS	N	N	-2
1100053	11	District of Columbia	WILLIAM E. DOAR JR PCS	N	N	-2
1100054	11	District of Columbia	APPLETREE EARLY LEARNING CENTER PCS	N	N	-2
1100055	11	District of Columbia	BRIDGES PCS	N	N	-2
1100056	11	District of Columbia	CITY LIGHTS PCS	N	N	-2
1100057	11	District of Columbia	EARLY CHILDHOOD ACADEMY PCS	N	N	-2
1100058	11	District of Columbia	HOWARD UNIVERSITY MIDDLE SCHOOL OF MATH AND SCIENCE	N	N	-2
1100059	11	District of Columbia	LATIN AMERICA YOUTH CENTER YOUTH BUILD PCS	N	N	-2
1100060	11	District of Columbia	POTOMAC LIGHTHOUSE PCS	N	N	-2
1100061	11	District of Columbia	CITY COLLEGIATE	N	N	-2
1100064	11	District of Columbia	ST. COLETTA SPECIAL EDUCATION PCS	N	N	-2
1100066	11	District of Columbia	SEPTIMA CLARK PCS	N	N	-2
1100070	11	District of Columbia	NIA COMMUNITY PCS	N	N	-2
1100071	11	District of Columbia	MEI FUTURES PCS	N	N	-2
1100078	11	District of Columbia	STATE OPERATIVE AGENCY	N	N	-2
1200002	12	Florida	FL VIRTUAL	N	N	-2
1200003	12	Florida	CONNECTIONS	N	N	-2
1200004	12	Florida	FLVA	N	N	-2
1200005	12	Florida	CESA	N	N	-2
1200030	12	Florida	ALACHUA	O	O	875.00095869
1200060	12	Florida	BAKER	O	O	585.17187493
1200090	12	Florida	BAY	O	O	758.42962631
1200120	12	Florida	BRADFORD	O	O	293.96230176
1200150	12	Florida	BREVARD	O	O	1015.8877443
1200180	12	Florida	BROWARD	O	O	1206.667534
1200210	12	Florida	CALHOUN	O	O	567.32480035
1200240	12	Florida	CHARLOTTE	O	O	680.34043826
1200270	12	Florida	CITRUS	O	O	581.90145476
1200300	12	Florida	CLAY	O	O	603.54981181
1200330	12	Florida	COLLIER	O	O	2001.6943082
1200360	12	Florida	COLUMBIA	O	O	797.43031396
1200390	12	Florida	DADE	O	O	1893.3105026
1200420	12	Florida	DESOTO	O	O	636.88825585
1200450	12	Florida	DIXIE	O	O	705.02485069
1200480	12	Florida	DUVAL	O	O	762.17580429
1200510	12	Florida	ESCAMBIA	O	O	656.36077851
1200540	12	Florida	FLAGLER	O	O	485.408949
1200570	12	Florida	FRANKLIN	O	O	543.17076874
1200600	12	Florida	GADSDEN	O	O	516.26983716
1200630	12	Florida	GILCHRIST	O	O	349.69425804
1200660	12	Florida	GLADES	O	O	805.53107389
1200690	12	Florida	GULF	O	O	554.04227047
1200720	12	Florida	HAMILTON	O	O	513.66620965
1200750	12	Florida	HARDEE	O	O	637.74368182
1200780	12	Florida	HENDRY	O	O	1152.5826382
1200810	12	Florida	HERNANDO	O	O	472.55108132
1200840	12	Florida	HIGHLANDS	O	O	1016.6216029
1200870	12	Florida	HILLSBOROUGH	O	O	1019.466984
1200900	12	Florida	HOLMES	O	O	478.46074036
1200930	12	Florida	INDIAN RIVER	O	O	502.77812407
1200960	12	Florida	JACKSON	O	O	916.11018314
1200990	12	Florida	JEFFERSON	O	O	597.90768413
1201020	12	Florida	LAFAYETTE	O	O	543.24778648
1201050	12	Florida	LAKE	O	O	938.38573268
